Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bakeware items included (product.metafields.shopify.bakeware-items-included),Bakeware pieces included (product.metafields.shopify.bakeware-pieces-included),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Compatible stove top type (product.metafields.shopify.compatible-stove-top-type),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Cookware items included (product.metafields.shopify.cookware-items-included),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware pieces included (product.metafields.shopify.drinkware-pieces-included),Features (product.metafields.shopify.features),Food storage material (product.metafields.shopify.food-storage-material),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
azad-ripple-glass-235-ml-capacity-gl15,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL15.jpg?v=1742525830,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-ripple-glass-235-ml-capacity-gl15,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL15-1.jpg?v=1742525831,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-lotus-tumbler-set-of-6-piece-clear-gl08,Acrylic Glass 220ml Azad GL08,"<div data-csa-c-id=""qfvlfr-95xcbv-d72cgz-t6av9s"" data-cel-widget=""productOverview_feature_div"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B07PFPB8NJ"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-content-id=""productOverview"" data-csa-c-type=""widget"" data-feature-name=""productOverview"" class=""celwidget"" id=""productOverview_feature_div"">
<div class=""a-expander-collapsed-height a-row a-expander-container a-spacing-none a-expander-partial-collapse-container"" data-a-expander-collapsed-height=""210"" data-a-expander-name=""product_overview"" id=""poExpander"">
<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" data-expanded=""true"">
<div class=""a-section a-spacing-small a-spacing-top-small"">
<table class=""a-normal a-spacing-micro"">
<tbody>
<tr class=""a-spacing-small po-brand"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Brand</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Azad</span></td>
</tr>
<tr class=""a-spacing-small po-material"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Material</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Acrylic</span></td>
</tr>
<tr class=""a-spacing-small po-capacity"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Capacity</span></td>
<td class=""a-span9"">220ml</td>
</tr>
<tr class=""a-spacing-small po-special_feature"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Special features</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Microwave Safe</span></td>
</tr>
<tr class=""a-spacing-small po-style"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Style</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Modern</span></td>
</tr>
<tr class=""a-spacing-small po-theme"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Theme</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Hearts</span></td>
</tr>
<tr class=""a-spacing-small po-recommended_uses_for_product"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Recommended uses for product</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">General</span></td>
</tr>
<tr class=""a-spacing-small po-occasion_type"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Occasion</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">General</span></td>
</tr>
<tr class=""a-spacing-small po-included_components"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Included components</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Nill</span></td>
</tr>
<tr class=""a-spacing-small po-item_shape"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Shape</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Round</span></td>
</tr>
</tbody>
</table>
</div>
</div>
<div class=""a-expander-header a-expander-partial-collapse-header"" id=""poToggleButton""><a data-a-expander-toggle='{""allowLinkDefault"":true, ""expand_prompt"":""See more"", ""collapse_prompt"":""See less""}' class=""a-declarative"" data-action=""a-expander-toggle"" role=""button"" aria-expanded=""true""><i class=""a-icon a-icon-extender-collapse""></i><span class=""a-expander-prompt"">See less</span></a></div>
</div>
</div>
<div data-csa-c-id=""tu1oxo-qs7fv7-mu9ah9-8114f9"" data-cel-widget=""featurebullets_feature_div"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B07PFPB8NJ"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-content-id=""featurebullets"" data-csa-c-type=""widget"" data-feature-name=""featurebullets"" class=""celwidget"" id=""featurebullets_feature_div"">
<div class=""a-section a-spacing-medium a-spacing-top-small"" id=""feature-bullets"">
<hr class=""a-divider-normal"" aria-hidden=""true"">
<h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Brand: Azad</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Drinkware Type: Everyday Drinkware</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Service Size: 6</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Set Includes: 6 Gl</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Dishwasher Safe: Yes.Microwave Safe: Yes.Color: Clear.Material: Acrylic.Finish: Decorative.An innovative material combining beauty and durability for tableware</span></li>
</ul>
</div>
</div>
<div data-csa-c-id=""2yg31z-a2yrh7-b3iplp-brq88r"" data-cel-widget=""provenanceCertifications_feature_div"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B07PFPB8NJ"" data-csa-c-slot-id=""provenanceCertifications_feature_div"" data-csa-c-content-id=""provenanceCertifications"" data-csa-c-type=""widget"" data-feature-name=""provenanceCertifications"" class=""celwidget"" id=""provenanceCertifications_feature_div""></div>
<div data-csa-c-id=""tgnp3j-t7v13l-sjyc3w-qk9wm9"" data-cel-widget=""globalStoreInfoBullets_feature_div"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B07PFPB8NJ"" data-csa-c-slot-id=""globalStoreInfoBullets_feature_div"" data-csa-c-content-id=""globalStoreInfoBullets"" data-csa-c-type=""widget"" data-feature-name=""globalStoreInfoBullets"" class=""celwidget"" id=""globalStoreInfoBullets_feature_div""></div>
<div data-csa-c-id=""2m5t2a-t9klfi-mg4syl-6iyna4"" data-cel-widget=""addOnItem_feature_div"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B07PFPB8NJ"" data-csa-c-slot-id=""addOnItem_feature_div"" data-csa-c-content-id=""addOnItem"" data-csa-c-type=""widget"" data-feature-name=""addOnItem"" class=""celwidget"" id=""addOnItem_feature_div""></div>
<div data-csa-c-id=""r926vg-31zdoi-l60vjq-owvow4"" data-cel-widget=""andonCord_feature_div"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B07PFPB8NJ"" data-csa-c-slot-id=""andonCord_feature_div"" data-csa-c-content-id=""andonCord"" data-csa-c-type=""widget"" data-feature-name=""andonCord"" class=""celwidget"" id=""andonCord_feature_div""></div>
<div id=""HLCXComparisonJumplink_feature_div""></div>
<div data-csa-c-id=""75rrq2-bvofrp-plo9i8-pftvmi"" data-cel-widget=""buyingOptionNostosBadge_feature_div"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B07PFPB8NJ"" data-csa-c-slot-id=""buyingOptionNostosBadge_feature_div"" data-csa-c-content-id=""buyingOptionNostosBadge"" data-csa-c-type=""widget"" data-feature-name=""buyingOptionNostosBadge"" class=""celwidget"" id=""buyingOptionNostosBadge_feature_div""></div>
<div data-csa-c-id=""tgz1lp-9sj4yk-xzp6jr-xri2f2"" data-cel-widget=""tellAmazon_feature_div"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B07PFPB8NJ"" data-csa-c-slot-id=""tellAmazon_feature_div"" data-csa-c-content-id=""tellAmazon"" data-csa-c-type=""widget"" data-feature-name=""tellAmazon"" class=""celwidget"" id=""tellAmazon_feature_div"">
<div data-csa-c-id=""4tyvc4-xc8gm9-ejfhrw-i0h9i"" data-cel-widget=""tell-amazon-desktop_DetailPage_1"" data-csa-c-painter=""tell-amazon-desktop-cards"" data-csa-c-type=""widget"" data-csa-c-slot-id=""DsUnknown-2"" data-csa-c-content-id=""DsUnknown"" data-csa-op-log-render="""" class=""celwidget c-f"">
<div data-mix-claimed=""true"" data-acp-region-info=""eu-west-1"" data-acp-tracking=""{}"" data-card-metrics-id=""tell-amazon-desktop_DetailPage_1"" id=""CardInstanceM14TrXVmE-VQGo-mp_lx4w"">
<div class=""_tell-amazon-desktop_style_tell_amazon_div__1YDZk"" data-logged-in=""false"" data-marketplace=""A17E79C6D8DWNP"" data-asin=""B07PFPB8NJ""><br></div>
</div>
</div>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,"","Glass, Tumblers",true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,4500.00,5000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL-08-06.jpg?v=1742608103,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3600.00,true,,,active
azad-lotus-tumbler-set-of-6-piece-clear-gl08,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL04-2.jpg?v=1742608103,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-lotus-tumbler-set-of-6-piece-clear-gl08,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL04-1.jpg?v=1742608103,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-lotus-tumbler-set-of-6-piece-clear-gl08,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL04-3.jpg?v=1742608103,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-lotus-tumbler-set-of-6-piece-clear-gl08,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL08-2.jpg?v=1742608103,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-lotus-tumbler-set-of-6-piece-clear-gl08,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL08-3.jpg?v=1742608103,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-diamond-glass-235-ml-capacity-gl14,Acrylic Glass 235ml Azad GL14,"<div id=""productOverview_feature_div"" class=""celwidget"" data-feature-name=""productOverview"" data-csa-c-type=""widget"" data-csa-c-content-id=""productOverview"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-asin=""B0BVWGPXPD"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""productOverview_feature_div"" data-csa-c-id=""h7al1x-rcnhpv-heczib-sb2d83"">
<div id=""poExpander"" data-a-expander-name=""product_overview"" data-a-expander-collapsed-height=""210"" class=""a-expander-collapsed-height a-row a-expander-container a-spacing-none a-expander-partial-collapse-container"">
<div data-expanded=""true"" class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"">
<div class=""a-section a-spacing-small a-spacing-top-small"">
<table class=""a-normal a-spacing-micro"">
<tbody>
<tr class=""a-spacing-small po-brand"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Brand</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Azad</span></td>
</tr>
<tr class=""a-spacing-small po-material"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Material</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Acrylic</span></td>
</tr>
<tr class=""a-spacing-small po-color"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Colour</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Clear</span></td>
</tr>
<tr class=""a-spacing-small po-capacity"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Capacity</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">235 Milliliters</span></td>
</tr>
<tr class=""a-spacing-small po-style"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Style</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Modern</span></td>
</tr>
<tr class=""a-spacing-small po-occasion_type"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Occasion</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Engagement, Wedding, Anniversary, Birthday</span></td>
</tr>
<tr class=""a-spacing-small po-included_components"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Included components</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">1 x Azad Diamond Glass, 235 ml Capacity</span></td>
</tr>
<tr class=""a-spacing-small po-item_shape"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Shape</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Round</span></td>
</tr>
<tr class=""a-spacing-small po-pattern_type"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Pattern</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Solid</span></td>
</tr>
<tr class=""a-spacing-small po-care_instructions"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Product care instructions</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Hand Wash Only</span></td>
</tr>
</tbody>
</table>
</div>
</div>
<div id=""poToggleButton"" class=""a-expander-header a-expander-partial-collapse-header""><a aria-expanded=""true"" role=""button"" data-action=""a-expander-toggle"" class=""a-declarative"" data-a-expander-toggle='{""allowLinkDefault"":true, ""expand_prompt"":""See more"", ""collapse_prompt"":""See less""}'><i class=""a-icon a-icon-extender-collapse""></i><span class=""a-expander-prompt"">See less</span></a></div>
</div>
</div>
<div id=""featurebullets_feature_div"" class=""celwidget"" data-feature-name=""featurebullets"" data-csa-c-type=""widget"" data-csa-c-content-id=""featurebullets"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-asin=""B0BVWGPXPD"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""featurebullets_feature_div"" data-csa-c-id=""k9ssv9-1vqrou-t32j4f-d402v8"">
<div id=""feature-bullets"" class=""a-section a-spacing-medium a-spacing-top-small"">
<hr aria-hidden=""true"" class=""a-divider-normal"">
<h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Made of food-grade high-quality Acrylic material</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Easy to clean and long lasting durability</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Precisely engineered to render a superior level of service</span></li>
</ul>
</div>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,"","Glass, Tumblers",true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,4500.00,5000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL-14-06.jpg?v=1742608145,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3600.00,true,,,active
azad-diamond-glass-235-ml-capacity-gl14,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL14.jpg?v=1742608145,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-decor-glass-250-ml-capacity-gl01,Acrylic Glass 250ml Azad GL01,"<div id=""productOverview_feature_div"" class=""celwidget"" data-feature-name=""productOverview"" data-csa-c-type=""widget"" data-csa-c-content-id=""productOverview"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-asin=""B0BVWG4P3L"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""productOverview_feature_div"" data-csa-c-id=""dvuk32-ga2icl-jyo23i-x4ow0l"">
<div id=""poExpander"" data-a-expander-name=""product_overview"" data-a-expander-collapsed-height=""210"" class=""a-expander-collapsed-height a-row a-expander-container a-spacing-none a-expander-partial-collapse-container"">
<div data-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content"">
<div class=""a-section a-spacing-small a-spacing-top-small"">
<table class=""a-normal a-spacing-micro"">
<tbody>
<tr class=""a-spacing-small po-brand"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Brand</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Azad</span></td>
</tr>
<tr class=""a-spacing-small po-material"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Material</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Acrylic</span></td>
</tr>
<tr class=""a-spacing-small po-color"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Colour</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Clear</span></td>
</tr>
<tr class=""a-spacing-small po-capacity"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Capacity</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">250 Milliliters</span></td>
</tr>
<tr class=""a-spacing-small po-style"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Style</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Modern</span></td>
</tr>
<tr class=""a-spacing-small po-occasion_type"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Occasion</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Engagement, Wedding, Anniversary, Birthday</span></td>
</tr>
<tr class=""a-spacing-small po-included_components"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Included components</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">1 x Azad Decor Glass, 250 ml Capacity</span></td>
</tr>
<tr class=""a-spacing-small po-item_shape"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Shape</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Round</span></td>
</tr>
<tr class=""a-spacing-small po-pattern_type"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Pattern</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Solid</span></td>
</tr>
<tr class=""a-spacing-small po-care_instructions"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Product care instructions</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Hand Wash Only</span></td>
</tr>
</tbody>
</table>
</div>
</div>
<div id=""poToggleButton"" class=""a-expander-header a-expander-partial-collapse-header"">
<div class=""a-expander-content-fade""><br></div>
<a aria-expanded=""false"" role=""button"" data-action=""a-expander-toggle"" class=""a-declarative"" data-a-expander-toggle='{""allowLinkDefault"":true, ""expand_prompt"":""See more"", ""collapse_prompt"":""See less""}'><i class=""a-icon a-icon-extender-expand""></i><span class=""a-expander-prompt"">See more</span></a>
</div>
</div>
</div>
<div id=""featurebullets_feature_div"" class=""celwidget"" data-feature-name=""featurebullets"" data-csa-c-type=""widget"" data-csa-c-content-id=""featurebullets"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-asin=""B0BVWG4P3L"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""featurebullets_feature_div"" data-csa-c-id=""t88wni-a3pxtg-i6ouso-uqq6ll"">
<div id=""feature-bullets"" class=""a-section a-spacing-medium a-spacing-top-small"">
<hr aria-hidden=""true"" class=""a-divider-normal"">
<h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Made of food-grade high-quality Acrylic material</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Easy to clean and long lasting durability</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Precisely engineered to render a superior level of service</span></li>
</ul>
</div>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,"","Glass, Tumblers",true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,4500.00,5000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL-01-06.jpg?v=1742608172,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3600.00,true,,,active
azad-decor-glass-250-ml-capacity-gl01,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL01-4.jpg?v=1742608172,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-decor-glass-250-ml-capacity-gl01,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL01-3.jpg?v=1742608172,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-decor-glass-250-ml-capacity-gl01,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL01.jpg?v=1742608172,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-decor-glass-250-ml-capacity-gl01,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GL01-2.jpg?v=1742608172,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-fudge-jug-1-25-liter-tw-18-jj-clear,Acrylic Jug 1.25 L Azad TW18,"<div id=""productOverview_feature_div"" class=""celwidget"" data-feature-name=""productOverview"" data-csa-c-type=""widget"" data-csa-c-content-id=""productOverview"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-asin=""B07P97KPPG"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""t2xpvm-x3vp90-t2xib2-79ner"" data-cel-widget=""productOverview_feature_div"">
<div id=""poExpander"" data-a-expander-name=""product_overview"" data-a-expander-collapsed-height=""210"" class=""a-expander-collapsed-height a-row a-expander-container a-spacing-none a-expander-partial-collapse-container"">
<div data-expanded=""true"" class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"">
<div class=""a-section a-spacing-small a-spacing-top-small"">
<table class=""a-normal a-spacing-micro"">
<tbody>
<tr class=""a-spacing-small po-brand"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Brand</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Azad</span></td>
</tr>
<tr class=""a-spacing-small po-material"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Material</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Acrylic</span></td>
</tr>
<tr class=""a-spacing-small po-color"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Colour</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Clear</span></td>
</tr>
<tr class=""a-spacing-small po-capacity"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Capacity</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">1.25 Liters</span></td>
</tr>
<tr class=""a-spacing-small po-special_feature"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Special features</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Lightweight</span></td>
</tr>
<tr class=""a-spacing-small po-included_components"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Included components</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Lid</span></td>
</tr>
<tr class=""a-spacing-small po-item_shape"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Shape</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Round</span></td>
</tr>
<tr class=""a-spacing-small po-item_weight"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Item weight</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">40 Grams</span></td>
</tr>
<tr class=""a-spacing-small po-has_lid"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">With lid</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Yes</span></td>
</tr>
</tbody>
</table>
</div>
</div>
<div id=""poToggleButton"" class=""a-expander-header a-expander-partial-collapse-header""><a aria-expanded=""true"" role=""button"" data-action=""a-expander-toggle"" class=""a-declarative"" data-a-expander-toggle='{""allowLinkDefault"":true, ""expand_prompt"":""See more"", ""collapse_prompt"":""See less""}'><i class=""a-icon a-icon-extender-collapse""></i><span class=""a-expander-prompt"">See less</span></a></div>
</div>
</div>
<div id=""featurebullets_feature_div"" class=""celwidget"" data-feature-name=""featurebullets"" data-csa-c-type=""widget"" data-csa-c-content-id=""featurebullets"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-asin=""B07P97KPPG"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""i8lfho-1rtchf-tl2m5g-6hnrbc"" data-cel-widget=""featurebullets_feature_div"">
<div id=""feature-bullets"" class=""a-section a-spacing-medium a-spacing-top-small"">
<hr aria-hidden=""true"" class=""a-divider-normal"">
<h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Type: Jugs Color: Clear</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Material: Acrylic</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Brand: Azad</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Microwave Proof: No</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Dishwasher Proof: No</span></li>
</ul>
</div>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,"","jug, Pitchers",true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,3500.00,4000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW18-1.jpg?v=1742525857,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2800.00,true,,,active
